时间,信号类型,量能比率,价格vsEMA%,张力,Manual_Action,Final_Prediction,Final_Reason,V7.0.5通过,黄金信号
2025-08-19 20:00:00,BEARISH_SINGULARITY,1.211057214393044,-2.443886686,0.776455353,OPEN,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,True,开多
2025-08-20 00:00:00,BEARISH_SINGULARITY,1.3651891070313045,-1.703571631,0.5888154581342092,OPEN,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,True,开仓多
2025-08-20 04:00:00,BEARISH_SINGULARITY,0.5920290954909955,-1.571953139,0.4618125735896692,HOLD,HOLD,默认观望,True,继续持多
2025-08-20 08:00:00,BEARISH_SINGULARITY,0.984803652,-1.285444249,0.410808012,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,True,继续持多
2025-08-20 12:00:00,BEARISH_SINGULARITY,1.796474068828177,-1.410847421,0.4610508304582983,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,True,继续持多
2025-08-20 16:00:00,BEARISH_SINGULARITY,0.992283571,-0.550699516,0.507319939,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,True,继续持多
2025-08-20 20:00:00,BEARISH_SINGULARITY,0.5871923921938002,-0.502785443,0.6087008170529308,REVERSE_SHORT,HOLD,默认观望,True,平仓/反手空
2025-08-21 00:00:00,BEARISH_SINGULARITY,0.604902571,-0.704852513,0.7375359013352162,HOLD,HOLD,默认观望,True,继续持空
2025-08-21 04:00:00,BEARISH_SINGULARITY,0.5896713034729272,-0.684407044,0.833616106,REVERSE_LONG,HOLD,高张力-避免,True,空平/反多
2025-08-21 08:00:00,BEARISH_SINGULARITY,0.599126429,-1.210394602,0.9081441169611252,HOLD,HOLD,高张力-避免,True,继续持多
2025-08-21 12:00:00,BEARISH_SINGULARITY,1.018985291684699,-1.378795284,0.9120268408725936,HOLD,HOLD,高张力-避免,True,继续持多
2025-08-21 16:00:00,BEARISH_SINGULARITY,1.004445054882292,-1.723968917,0.8620255740514035,HOLD,HOLD,高张力-避免,True,继续持多
2025-08-21 20:00:00,BEARISH_SINGULARITY,0.463726493,-1.318867095,0.7364675051680669,OPEN,HOLD,默认观望,True,空平仓/ 开仓多
2025-08-22 00:00:00,BEARISH_SINGULARITY,0.6799056727198388,-0.853370545,0.5865217625946999,HOLD,HOLD,默认观望,True,继续持多
2025-08-22 04:00:00,BEARISH_SINGULARITY,0.692879247,-0.640994781,0.4762606350537448,REVERSE_LONG,HOLD,默认观望,True,多平/反空
2025-08-22 08:00:00,BEARISH_SINGULARITY,0.8162433694198452,-1.197347783,0.4755127301481178,HOLD,ACTION,V7通过-保留,True,继续持空
2025-08-22 16:00:00,BEARISH_SINGULARITY,1.4555707085402383,2.153816431827924,0.3753939233172562,HOLD,ACTION,V7通过-保留,True,继续持空
2025-08-22 20:00:00,BEARISH_SINGULARITY,0.7555224549369257,2.165741330382413,0.5752278625736287,HOLD,HOLD,默认观望,True,继续持空
2025-08-23 00:00:00,BEARISH_SINGULARITY,0.9649104102932008,0.8779068720239656,0.9268175501566248,REVERSE_LONG,HOLD,高张力-避免,True,多空仓/反手空
2025-08-23 04:00:00,BEARISH_SINGULARITY,0.8285408455879127,0.9754894283090476,1.2125810926356646,HOLD,HOLD,高张力-避免,True,继续持空
2025-08-23 08:00:00,BEARISH_SINGULARITY,0.4985644792101938,0.4962666393018118,1.4427621705787668,HOLD,HOLD,高张力-避免,True,继续持空
2025-08-23 12:00:00,BEARISH_SINGULARITY,1.1137451002913437,0.056896622,1.5877212929742175,HOLD,HOLD,高张力-避免,True,继续持空
2025-08-23 16:00:00,BEARISH_SINGULARITY,0.4162443582562181,0.3045139210257884,1.6046830697486965,HOLD,HOLD,高张力-避免,True,继续持空
2025-08-23 20:00:00,BEARISH_SINGULARITY,0.3946493228285967,0.5149647806521009,1.5274223807982203,HOLD,HOLD,高张力-避免,True,继续持空
2025-08-24 00:00:00,BEARISH_SINGULARITY,0.8169413274942211,0.1491620488708169,1.4171949325607345,HOLD,HOLD,高张力-避免,True,继续持空
2025-08-24 04:00:00,BEARISH_SINGULARITY,0.7001554125542437,0.018529324,1.280175098027036,HOLD,HOLD,高张力-避免,True,继续持空
2025-08-24 08:00:00,BEARISH_SINGULARITY,0.8964646670920398,-0.107674396,1.139269864959213,HOLD,HOLD,高张力-避免,True,继续持空
2025-08-24 12:00:00,BEARISH_SINGULARITY,1.051035614462017,-0.357685233,1.0192522022452877,HOLD,HOLD,高张力-避免,True,继续持空
2025-08-24 16:00:00,BEARISH_SINGULARITY,2.8962509888814183,-1.745305004,0.9794101648156004,REVERSE_LONG,HOLD,高张力-避免,True,黄金/空平反多
2025-08-24 20:00:00,BEARISH_SINGULARITY,1.4380470235102416,-0.874404982,0.8821901327914369,HOLD,HOLD,高张力-避免,True,继续持多
2025-08-25 00:00:00,BEARISH_SINGULARITY,0.8068319560739156,-1.248527212,0.8172971586939266,HOLD,HOLD,高张力-避免,True,继续持多
2025-08-25 04:00:00,BEARISH_SINGULARITY,1.3062239963449849,-2.24687112,0.8016967615958734,HOLD,HOLD,高张力-避免,True,继续持多
2025-08-25 08:00:00,BEARISH_SINGULARITY,1.2492562543830392,-2.27353833,0.7620401801966074,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,True,继续持多
2025-08-25 12:00:00,BEARISH_SINGULARITY,1.3624460161588137,-1.275083277,0.6609391580152648,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,True,继续持多
2025-08-25 16:00:00,BEARISH_SINGULARITY,0.906471959,-2.341215677,0.6142846639661592,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,True,继续持多
2025-08-25 20:00:00,BEARISH_SINGULARITY,2.187672884390929,-2.607527253,0.5609428581367973,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,True,继续持多
2025-08-26 00:00:00,BEARISH_SINGULARITY,1.2993817374062877,-2.552022422,0.4846749760223121,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,True,继续持多
2025-08-26 04:00:00,BEARISH_SINGULARITY,0.5991984065493355,-1.973134149,0.3730260532710244,REVERSE_LONG,HOLD,默认观望,True,空平仓/反手多
2025-08-26 20:00:00,OSCILLATION,0.7255420339035564,-0.140363354,-0.126149885,HOLD,HOLD,震荡-观望,False,继续持多
2025-08-27 00:00:00,BULLISH_SINGULARITY,0.6392791728839068,-0.406122953,-0.377406648,HOLD,HOLD,默认观望,True,继续持多
2025-08-27 04:00:00,BULLISH_SINGULARITY,0.5261567965420816,-0.928786978,-0.488870085,HOLD,HOLD,默认观望,True,继续持多
2025-08-27 08:00:00,BULLISH_SINGULARITY,0.4662171027785079,-0.357262298,-0.435686124,REVERSE_LONG,HOLD,默认观望,True,多平/反空
2025-08-27 20:00:00,OSCILLATION,0.7481286805715702,-0.419023243,0.1882723634003226,REVERSE_LONG,HOLD,震荡-观望,False,多平/反空
2025-08-28 00:00:00,BEARISH_SINGULARITY,0.3852799545579685,0.2184466446915304,0.425120726,HOLD,HOLD,默认观望,True,继续持空
2025-08-28 04:00:00,BEARISH_SINGULARITY,0.817583265,1.0983325850712489,0.5769941844199195,HOLD,ACTION,V7通过-保留,True,继续持空
2025-08-28 08:00:00,BEARISH_SINGULARITY,0.4750126080402641,0.8272914234575367,0.6100033265702685,REVERSE_LONG,HOLD,默认观望,True,多空仓/反手空
2025-08-28 12:00:00,BEARISH_SINGULARITY,1.0509701468803228,0.5618162214638037,0.6199666327898934,REVERSE_LONG,ACTION,V7通过-保留,True,空平/反多
2025-08-28 16:00:00,BEARISH_SINGULARITY,0.6411084836338397,-0.119246289,0.5885869345919705,REVERSE_LONG,HOLD,默认观望,True,多平/反空
2025-08-28 20:00:00,BEARISH_SINGULARITY,0.4135199790094058,0.4293871849204796,0.5175099800723081,REVERSE_LONG,HOLD,默认观望,True,空平/反多
2025-08-29 16:00:00,OSCILLATION,0.9544664611055004,-2.575736121,-0.375919005,REVERSE_LONG,HOLD,震荡-观望,False,黄金/空平反多
2025-08-29 20:00:00,BULLISH_SINGULARITY,1.1358943829325332,-2.200793571,-0.519345795,REVERSE_LONG,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,False,平空/反手多
2025-08-30 00:00:00,BULLISH_SINGULARITY,1.2300505987398176,-1.947169635,-0.620997869,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,False,继续持多
2025-08-30 04:00:00,BULLISH_SINGULARITY,1.1437571543846348,-1.69269138,-0.677178801,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,False,继续持多
2025-08-30 08:00:00,BULLISH_SINGULARITY,0.5385779558990268,-1.405910065,-0.669621958,HOLD,HOLD,默认观望,True,继续持多
2025-08-30 12:00:00,BULLISH_SINGULARITY,0.5885642363758226,-1.117399902,-0.667535753,HOLD,HOLD,默认观望,True,继续持多
2025-08-30 16:00:00,BULLISH_SINGULARITY,0.2634861872117263,-1.046358472,-0.6745287,HOLD,HOLD,默认观望,True,继续持多
2025-08-30 20:00:00,BULLISH_SINGULARITY,0.3177352509579297,-0.95754146,-0.690023379,HOLD,HOLD,默认观望,True,继续持多
2025-08-31 00:00:00,BULLISH_SINGULARITY,0.7206988869860957,-0.531060768,-0.674153464,HOLD,HOLD,默认观望,True,继续持多
2025-08-31 04:00:00,BULLISH_SINGULARITY,0.4974993314729847,-0.906162635,-0.664589578,HOLD,HOLD,默认观望,True,继续持多
2025-08-31 08:00:00,BULLISH_SINGULARITY,0.6668434354753796,-1.083776921,-0.537035293,HOLD,HOLD,默认观望,True,继续持多
2025-08-31 12:00:00,BULLISH_SINGULARITY,1.0244078469761382,-0.626812972,-0.361532149,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,False,继续持多
2025-08-31 16:00:00,OSCILLATION,0.5190840144753737,-0.475386802,-0.223513464,HOLD,HOLD,震荡-观望,False,继续持多
2025-08-31 20:00:00,OSCILLATION,0.5647501203015255,-0.996289195,-0.145518828,HOLD,HOLD,震荡-观望,False,继续持多
2025-09-01 12:00:00,OSCILLATION,0.9466299085628728,-0.312098242,-0.334250039,HOLD,HOLD,震荡-观望,False,继续持多
2025-09-01 16:00:00,OSCILLATION,0.6667709059605984,0.076879398,-0.405472376,HOLD,HOLD,震荡-观望,False,继续持多
2025-09-01 20:00:00,OSCILLATION,1.4388743514287827,0.085948177,-0.473714232,HOLD,HOLD,震荡-观望,False,继续持多
2025-09-02 00:00:00,BULLISH_SINGULARITY,1.4923277651309663,0.9759865503915492,-0.504395381,REVERSE_LONG,HOLD,默认观望,False,多平/反空
2025-09-02 04:00:00,BULLISH_SINGULARITY,0.9440195664875176,0.8092562497844566,-0.52071396,REVERSE_LONG,ACTION,V7通过-保留,True,多平/反空
2025-09-02 08:00:00,BULLISH_SINGULARITY,1.2131705730985065,0.3178941570357698,-0.464000571,HOLD,HOLD,默认观望,False,继续持空
2025-09-02 20:00:00,OSCILLATION,0.692369452,1.3141115415745417,-0.038003586,HOLD,HOLD,震荡-观望,False,继续持空
2025-09-03 00:00:00,OSCILLATION,0.9613212279414344,1.0345605332022083,0.1075443643192074,HOLD,HOLD,震荡-观望,False,继续持空
2025-09-03 04:00:00,OSCILLATION,0.6434622572335598,0.9727909200673256,0.244915276,HOLD,HOLD,震荡-观望,False,继续持空
2025-09-03 12:00:00,BEARISH_SINGULARITY,1.420357788248189,1.6881099113734306,0.4126614456767331,HOLD,ACTION,V7通过-保留,True,继续持空
2025-09-03 16:00:00,BEARISH_SINGULARITY,0.7774210970317674,1.5011865554574395,0.4229221088423481,HOLD,HOLD,默认观望,True,继续持空
2025-09-03 20:00:00,BEARISH_SINGULARITY,0.3881492455163882,0.9577805898184903,0.4916138912599515,HOLD,HOLD,默认观望,True,继续持空
2025-09-04 00:00:00,BEARISH_SINGULARITY,0.6046358005979585,0.4111341300250389,0.6135450319471839,REVERSE_LONG,HOLD,默认观望,True,空平/反多
2025-09-04 04:00:00,BEARISH_SINGULARITY,0.9153657794991216,-0.188445652,0.7725714818745884,HOLD,ACTION,V7通过-保留,True,继续持多
2025-09-04 08:00:00,BEARISH_SINGULARITY,0.5195106195374984,0.1128722876514683,0.9156161548144712,HOLD,HOLD,高张力-避免,True,继续持多
2025-09-04 12:00:00,BEARISH_SINGULARITY,1.2658511858862884,-0.96124172,0.9709678580906872,HOLD,HOLD,高张力-避免,True,继续持多
2025-09-04 16:00:00,BEARISH_SINGULARITY,0.8978365284025687,-0.633086677,1.0023477315365754,REVERSE_LONG,HOLD,高张力-避免,True,多平/反空
2025-09-04 20:00:00,BEARISH_SINGULARITY,0.8463131209436908,0.1893670105250857,0.9577506340761792,REVERSE_LONG,HOLD,高张力-避免,True,空平/反多
2025-09-05 00:00:00,BEARISH_SINGULARITY,0.7062758632570026,0.646433585,0.8178938861902962,REVERSE_LONG,HOLD,高张力-避免,True,多平/反空
2025-09-05 04:00:00,BEARISH_SINGULARITY,1.461637902800368,1.924685590872036,0.6150884416309799,HOLD,ACTION,V7通过-保留,True,继续持空
2025-09-05 08:00:00,OSCILLATION,0.8430118824648704,1.2496261815658796,0.4045588393517467,HOLD,HOLD,震荡-观望,False,继续持空
2025-09-05 12:00:00,OSCILLATION,3.613217884009143,-0.204289472,0.3206184238860197,HOLD,HOLD,震荡-观望,False,继续持空
2025-09-05 16:00:00,OSCILLATION,0.8028808952378277,0.5469567570060887,0.387234569,HOLD,HOLD,震荡-观望,False,继续持空
2025-09-05 20:00:00,OSCILLATION,1.0098942366255668,-0.283221547,0.44791101,HOLD,HOLD,震荡-观望,False,继续持空
2025-09-06 04:00:00,BEARISH_SINGULARITY,0.2924329479686491,-0.129613788,0.6753725573005069,REVERSE_LONG,HOLD,默认观望,True,空平/反多
2025-09-06 08:00:00,BEARISH_SINGULARITY,0.2739010339112355,-0.153641666,0.7691169237974358,HOLD,HOLD,默认观望,True,继续持多
2025-09-06 12:00:00,BEARISH_SINGULARITY,0.3959197004013461,-0.462865039,0.7987782100722204,HOLD,HOLD,默认观望,True,继续持多
2025-09-06 16:00:00,BEARISH_SINGULARITY,0.6235897639813041,-0.70137363,0.7653844551175243,HOLD,HOLD,默认观望,True,继续持多
2025-09-06 20:00:00,BEARISH_SINGULARITY,0.293819385,-0.512743448,0.6608895870753241,HOLD,HOLD,默认观望,True,继续持多
2025-09-07 00:00:00,BEARISH_SINGULARITY,0.4663016649251086,-0.103523169,0.4664956719057319,HOLD,HOLD,默认观望,True,继续持多
2025-09-07 12:00:00,OSCILLATION,0.4307621167242868,0.4351625538272183,-0.288604153,HOLD,HOLD,震荡-观望,False,继续持多
2025-09-07 16:00:00,OSCILLATION,0.4876118254795937,0.3364638017806783,-0.466289822,HOLD,HOLD,震荡-观望,False,继续持多
2025-09-07 20:00:00,BULLISH_SINGULARITY,0.4768444713210623,0.2043015985945931,-0.570164875,HOLD,HOLD,默认观望,True,继续持多
2025-09-08 00:00:00,BULLISH_SINGULARITY,0.9462725283319072,0.1153033597798491,-0.594495652,HOLD,ACTION,V7通过-保留,True,继续持多
2025-09-08 04:00:00,BULLISH_SINGULARITY,0.7535990928123307,0.2904316180976915,-0.516491429,HOLD,HOLD,默认观望,True,继续持多
2025-09-08 08:00:00,BULLISH_SINGULARITY,1.4982310762518352,0.891462029,-0.499950993,HOLD,HOLD,默认观望,False,继续持多
2025-09-08 12:00:00,BULLISH_SINGULARITY,1.681659998679231,1.2767817086824036,-0.52264909,HOLD,HOLD,默认观望,False,继续持多
2025-09-08 16:00:00,BULLISH_SINGULARITY,0.9442892785149064,0.7198448100239001,-0.579691599,HOLD,ACTION,V7通过-保留,True,继续持多
2025-09-08 20:00:00,BULLISH_SINGULARITY,0.8366734,0.6247981172101297,-0.583688939,HOLD,ACTION,V7通过-保留,True,继续持多
2025-09-09 00:00:00,BULLISH_SINGULARITY,1.5571521161483448,0.2750012380802761,-0.588157018,HOLD,HOLD,默认观望,False,继续持多
2025-09-09 04:00:00,BULLISH_SINGULARITY,2.1323127087582527,1.2891521649922688,-0.564660308,HOLD,HOLD,默认观望,False,继续持多
2025-09-09 08:00:00,BULLISH_SINGULARITY,1.3061449409410406,0.7136570989633144,-0.551101864,HOLD,HOLD,默认观望,False,继续持多
2025-09-09 12:00:00,BULLISH_SINGULARITY,2.888088006725402,-0.61319793,-0.492662818,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,False,继续持多
2025-09-09 16:00:00,BULLISH_SINGULARITY,1.2558857555327798,-0.213612699,-0.382301168,HOLD,HOLD,默认观望,False,继续持多
2025-09-11 04:00:00,OSCILLATION,0.8137197408781234,1.3123113003164404,-0.062333138,HOLD,HOLD,震荡-观望,False,继续持多
2025-09-11 08:00:00,OSCILLATION,0.6323459420062114,1.11884738,0.00857843,REVERSE_LONG,HOLD,震荡-观望,False,多平/反空
2025-09-12 20:00:00,OSCILLATION,0.8438159030817044,1.5105457756564442,-0.452534358,HOLD,HOLD,震荡-观望,False,继续持空
2025-09-13 00:00:00,BULLISH_SINGULARITY,0.89242691,1.3075581814193478,-0.571423693,REVERSE_LONG,ACTION,V7通过-保留,True,黄金/多平反空
2025-09-13 04:00:00,BULLISH_SINGULARITY,0.4262905693784213,1.040956077661537,-0.642571742,HOLD,HOLD,默认观望,True,继续持空
2025-09-13 08:00:00,BULLISH_SINGULARITY,0.4975662848722725,1.0948405696898211,-0.673801528,HOLD,HOLD,默认观望,True,继续持空
2025-09-13 12:00:00,BULLISH_SINGULARITY,0.568754823,0.8278289780013954,-0.662722397,HOLD,HOLD,默认观望,True,继续持空
2025-09-13 16:00:00,BULLISH_SINGULARITY,0.6722445669006868,0.7707728434888934,-0.548883544,HOLD,HOLD,默认观望,True,继续持空
2025-09-13 20:00:00,BULLISH_SINGULARITY,0.3671873554312763,0.7921088211607067,-0.396073201,HOLD,HOLD,默认观望,True,继续持空
2025-09-17 08:00:00,OSCILLATION,0.925528475,0.3241969582681166,-0.13201881,HOLD,HOLD,震荡-观望,False,继续持空
2025-09-18 16:00:00,LOW_OSCILLATION,0.8361055147219159,0.8294793318271914,-0.744095242,HOLD,ACTION,V7通过-保留,True,继续持空
2025-09-18 20:00:00,BULLISH_SINGULARITY,0.6529802063964203,0.4576834170294723,-0.92558794,HOLD,HOLD,高张力-避免,True,继续持空
2025-09-19 00:00:00,BULLISH_SINGULARITY,0.6380706630574847,0.3394821755861466,-1.029625249,HOLD,HOLD,高张力-避免,True,继续持空
2025-09-19 04:00:00,BULLISH_SINGULARITY,0.7289035824244772,0.254611871,-1.032276495,REVERSE_LONG,HOLD,高张力-避免,True,空平/反多
2025-09-19 08:00:00,BULLISH_SINGULARITY,0.5842007910564682,-0.169432413,-1.013481732,HOLD,HOLD,高张力-避免,True,继续持多
2025-09-19 12:00:00,BULLISH_SINGULARITY,1.2265204390978877,-0.549912164,-0.910434495,HOLD,HOLD,高张力-避免,False,继续持多
2025-09-19 16:00:00,BULLISH_SINGULARITY,0.6513305603654788,-1.088043213,-0.772570866,HOLD,HOLD,默认观望,True,继续持多
2025-09-19 20:00:00,BULLISH_SINGULARITY,0.3905267074593596,-0.590471536,-0.580003196,HOLD,HOLD,默认观望,True,继续持多
2025-09-20 00:00:00,BULLISH_SINGULARITY,0.3643659414484349,-0.680472386,-0.474755233,HOLD,HOLD,默认观望,True,继续持多
2025-09-20 04:00:00,BULLISH_SINGULARITY,0.3906684285135758,-0.208180447,-0.420528467,HOLD,HOLD,默认观望,True,继续持多
2025-09-20 08:00:00,BULLISH_SINGULARITY,0.4172236173545329,-0.246419945,-0.521042231,HOLD,HOLD,默认观望,True,继续持多
2025-09-20 12:00:00,BULLISH_SINGULARITY,0.4602568676654739,-0.150839121,-0.677411422,HOLD,HOLD,默认观望,True,继续持多
2025-09-20 16:00:00,BULLISH_SINGULARITY,0.50446407,-0.358347968,-0.861647236,HOLD,HOLD,高张力-避免,True,继续持多
2025-09-20 20:00:00,BULLISH_SINGULARITY,0.4009507412673723,-0.337094237,-1.007143874,HOLD,HOLD,高张力-避免,True,继续持多
2025-09-21 00:00:00,BULLISH_SINGULARITY,0.6424170944329632,-0.317738944,-1.108519833,HOLD,HOLD,高张力-避免,True,继续持多
2025-09-21 04:00:00,BULLISH_SINGULARITY,0.5966227853286702,-0.173235231,-1.168729043,HOLD,HOLD,高张力-避免,True,继续持多
2025-09-21 08:00:00,BULLISH_SINGULARITY,0.6357014781627034,-0.322580535,-1.134883401,HOLD,HOLD,高张力-避免,True,继续持多
2025-09-21 12:00:00,BULLISH_SINGULARITY,0.5680222694109844,-0.34802971,-0.985699175,HOLD,HOLD,高张力-避免,True,继续持多
2025-09-21 16:00:00,BULLISH_SINGULARITY,0.6718564819010923,-0.355254441,-0.785071502,HOLD,HOLD,默认观望,True,继续持多
2025-09-21 20:00:00,BULLISH_SINGULARITY,0.510919113,-0.515125001,-0.568116645,HOLD,HOLD,默认观望,True,继续持多
2025-09-22 00:00:00,BULLISH_SINGULARITY,2.720522422999454,-0.921882882,-0.414954191,HOLD,REVERSE_LONG,反多-量能>0.85+价格<-0.5%,False,继续持多
2025-09-22 12:00:00,OSCILLATION,2.0677606388937946,-1.853866734,-0.022389056,HOLD,HOLD,震荡-观望,False,继续持多
2025-09-22 16:00:00,OSCILLATION,1.6289635615146874,-2.22767603,-0.030529794,HOLD,HOLD,震荡-观望,False,继续持多
