时间,收盘价,交易量,量能比率,EMA偏离%,张力,加速度,信号类型,置信度,信号描述,交易方向,通过V705过滤器,过滤原因,是否开单
2025/12/24 20:00,87049.99,2300.52897,1.130290651,-0.846908095,-0.149688697,-0.002299063,OSCILLATION,0.8,系统平衡震荡(|T|=0.15<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2025/12/25 0:00,87566.06,1746.44928,0.85164627,-0.2344687,-0.155936665,-0.002375775,OSCILLATION,0.8,系统平衡震荡(|T|=0.16<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2025/12/25 4:00,87669.45,956.96862,0.481324732,-0.105574536,-0.168302576,-0.002423523,OSCILLATION,0.8,系统平衡震荡(|T|=0.17<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2025/12/25 8:00,87840.42,652.86225,0.333294116,0.080730652,-0.186662276,-0.002425759,OSCILLATION,0.8,系统平衡震荡(|T|=0.19<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2025/12/25 12:00,87837.59,568.68423,0.29203776,0.070119571,-0.207456559,-0.002381668,OSCILLATION,0.8,系统平衡震荡(|T|=0.21<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2025/12/25 16:00,87519.44,1203.75216,0.641492907,-0.264569009,-0.230218445,-0.002297151,OSCILLATION,0.8,系统平衡震荡(|T|=0.23<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2025/12/25 20:00,88371.27,1933.47252,1.013019082,0.63847699,-0.267234315,-0.002113387,OSCILLATION,0.8,系统平衡震荡(|T|=0.27<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2025/12/26 0:00,88151.18,1039.54656,0.568227078,0.350769063,-0.308748657,-0.001860793,OSCILLATION,0.8,系统平衡震荡(|T|=0.31<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2025/12/26 4:00,87225.27,1698.26463,0.988953912,-0.636728576,-0.350454563,-0.001556204,OSCILLATION,0.8,系统平衡震荡(|T|=0.35<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2025/12/26 8:00,88844.87,4964.62578,2.705537061,1.091922081,-0.402785275,-0.001103851,OSCILLATION,0.8,系统平衡震荡(|T|=0.40<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2025/12/26 12:00,88470.75,3154.47608,1.648672701,0.602397785,-0.454349247,-0.000595693,OSCILLATION,0.8,系统平衡震荡(|T|=0.45<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2025/12/26 16:00,88533.42,1250.32549,0.657867352,0.609112445,-0.508689447,-1.66E-05,LOW_OSCILLATION,0.6,低位震荡(T=-0.51<-0.3),long,TRUE,通过V7.0.5,是
2025/12/26 20:00,87137.81,5932.37434,2.828481095,-0.884643815,-0.553677495,0.000572849,LOW_OSCILLATION,0.6,低位震荡(T=-0.55<-0.3),long,TRUE,通过V7.0.5,是
2025/12/27 0:00,87501.83,1940.76351,0.914251172,-0.42596043,-0.598689723,0.001231595,LOW_OSCILLATION,0.6,低位震荡(T=-0.60<-0.3),long,TRUE,通过V7.0.5,是
2025/12/27 4:00,87369.56,1102.04985,0.548968181,-0.521862837,-0.642849503,0.00192963,LOW_OSCILLATION,0.6,低位震荡(T=-0.64<-0.3),long,TRUE,通过V7.0.5,是
2025/12/27 8:00,87514.22,675.35016,0.359186939,-0.32324961,-0.68967659,0.002675428,LOW_OSCILLATION,0.6,低位震荡(T=-0.69<-0.3),long,TRUE,通过V7.0.5,是
2025/12/27 12:00,87539.26,515.35353,0.28812636,-0.266734991,-0.736289596,0.003458515,LOW_OSCILLATION,0.6,低位震荡(T=-0.74<-0.3),long,TRUE,通过V7.0.5,是
2025/12/27 16:00,87475.98,1077.75463,0.61146406,-0.306659199,-0.773464951,0.004249872,LOW_OSCILLATION,0.6,低位震荡(T=-0.77<-0.3),long,TRUE,通过V7.0.5,是
2025/12/27 20:00,87551.25,749.39054,0.432531636,-0.199882772,-0.809106252,0.005044011,LOW_OSCILLATION,0.6,低位震荡(T=-0.81<-0.3),long,TRUE,通过V7.0.5,是
2025/12/28 0:00,87569.39,566.59122,0.332999201,-0.162165437,-0.853988437,0.00586142,LOW_OSCILLATION,0.6,低位震荡(T=-0.85<-0.3),long,TRUE,通过V7.0.5,是
2025/12/28 4:00,87877.01,885.11148,0.542777305,0.170564065,-0.898055925,0.006702382,LOW_OSCILLATION,0.6,低位震荡(T=-0.90<-0.3),long,TRUE,通过V7.0.5,是
2025/12/28 8:00,87740.01,672.08653,0.426183072,0.013026991,-0.935085809,0.007528976,LOW_OSCILLATION,0.6,低位震荡(T=-0.94<-0.3),long,TRUE,通过V7.0.5,是
2025/12/28 12:00,87730.85,442.23022,0.285079312,0.002339433,-0.966860377,0.008331781,LOW_OSCILLATION,0.6,低位震荡(T=-0.97<-0.3),long,TRUE,通过V7.0.5,是
2025/12/28 16:00,87883.25,760.04376,0.488267843,0.15926262,-0.991682651,0.00909529,LOW_OSCILLATION,0.6,低位震荡(T=-0.99<-0.3),long,TRUE,通过V7.0.5,是
2025/12/28 20:00,87836.27,821.25662,0.523346401,0.095641977,-1.009499016,0.009799807,LOW_OSCILLATION,0.6,低位震荡(T=-1.01<-0.3),long,TRUE,通过V7.0.5,是
2026/1/1 8:00,87846.02,833.74412,0.360443705,-0.231208437,-0.685119821,0.009810169,LOW_OSCILLATION,0.6,低位震荡(T=-0.69<-0.3),long,TRUE,通过V7.0.5,是
2026/1/1 12:00,87631.88,1108.52485,0.476766578,-0.429424175,-0.654885314,0.009323044,LOW_OSCILLATION,0.6,低位震荡(T=-0.65<-0.3),long,TRUE,通过V7.0.5,是
2026/1/1 16:00,88024.64,819.82493,0.385232966,0.015239774,-0.646173964,0.0089331,LOW_OSCILLATION,0.6,低位震荡(T=-0.65<-0.3),long,TRUE,通过V7.0.5,是
2026/1/1 20:00,88032.18,1005.89204,0.502124314,0.021539054,-0.622915842,0.008515832,LOW_OSCILLATION,0.6,低位震荡(T=-0.62<-0.3),long,TRUE,通过V7.0.5,是
2026/1/2 0:00,88391.15,1140.33499,0.623184561,0.388344341,-0.599195633,0.008120749,LOW_OSCILLATION,0.6,低位震荡(T=-0.60<-0.3),long,TRUE,通过V7.0.5,是
2026/1/2 4:00,88839.04,1371.2504,0.811632749,0.810901973,-0.58473298,0.007787834,LOW_OSCILLATION,0.6,低位震荡(T=-0.58<-0.3),long,TRUE,通过V7.0.5,是
2026/1/2 8:00,88950.65,1615.06136,0.95151091,0.847504977,-0.579746266,0.00752508,LOW_OSCILLATION,0.6,低位震荡(T=-0.58<-0.3),long,TRUE,通过V7.0.5,是
2026/1/2 12:00,88857.61,1190.3172,0.705384016,0.6708784,-0.592246607,0.007375281,LOW_OSCILLATION,0.6,低位震荡(T=-0.59<-0.3),long,TRUE,通过V7.0.5,是
2026/1/2 16:00,89502.95,3334.56621,1.875275724,1.266797188,-0.614280405,0.00735565,LOW_OSCILLATION,0.6,低位震荡(T=-0.61<-0.3),long,TRUE,通过V7.0.5,是
2026/1/2 20:00,89418.11,4573.8437,2.341974117,1.058121001,-0.631412567,0.007403334,LOW_OSCILLATION,0.6,低位震荡(T=-0.63<-0.3),long,TRUE,通过V7.0.5,是
2026/1/3 0:00,89897.23,5155.47201,2.469867595,1.445065168,-0.634388125,0.007490799,LOW_OSCILLATION,0.6,低位震荡(T=-0.63<-0.3),long,TRUE,通过V7.0.5,是
2026/1/3 4:00,89995.13,1527.71253,0.775641807,1.40531232,-0.648543653,0.007658365,LOW_OSCILLATION,0.6,低位震荡(T=-0.65<-0.3),long,TRUE,通过V7.0.5,是
2026/1/3 8:00,90321.22,1026.19409,0.547215582,1.601209843,-0.663245975,0.007893723,LOW_OSCILLATION,0.6,低位震荡(T=-0.66<-0.3),long,TRUE,通过V7.0.5,是
2026/1/3 12:00,89577.13,1777.4168,0.934528921,0.69090925,-0.657028649,0.008092437,LOW_OSCILLATION,0.6,低位震荡(T=-0.66<-0.3),long,TRUE,通过V7.0.5,是
2026/1/3 16:00,89752.74,1301.1092,0.681068082,0.803027034,-0.642387369,0.008297529,LOW_OSCILLATION,0.6,低位震荡(T=-0.64<-0.3),long,TRUE,通过V7.0.5,是
2026/1/3 20:00,89969.31,1115.15116,0.581555384,0.945674755,-0.632521868,0.008539197,LOW_OSCILLATION,0.6,低位震荡(T=-0.63<-0.3),long,TRUE,通过V7.0.5,是
2026/1/4 0:00,90123.77,516.07827,0.277520712,1.011331857,-0.612434721,0.008766833,LOW_OSCILLATION,0.6,低位震荡(T=-0.61<-0.3),long,TRUE,通过V7.0.5,是
2026/1/4 4:00,90628.01,1321.51764,0.749760748,1.424207472,-0.580599504,0.008956683,LOW_OSCILLATION,0.6,低位震荡(T=-0.58<-0.3),long,TRUE,通过V7.0.5,是
2026/1/4 8:00,91236.78,2719.43418,1.552409677,1.901162201,-0.563100039,0.00918333,LOW_OSCILLATION,0.6,低位震荡(T=-0.56<-0.3),long,TRUE,通过V7.0.5,是
2026/1/4 12:00,91532,1833.66412,1.03928269,2.014144508,-0.542330327,0.009388771,LOW_OSCILLATION,0.6,低位震荡(T=-0.54<-0.3),long,TRUE,通过V7.0.5,是
2026/1/4 16:00,91300,2596.25909,1.401503581,1.585727096,-0.508975995,0.00951956,LOW_OSCILLATION,0.6,低位震荡(T=-0.51<-0.3),long,TRUE,通过V7.0.5,是
2026/1/4 20:00,91334.94,1316.31831,0.706607367,1.46760851,-0.475591238,0.009622241,OSCILLATION,0.8,系统平衡震荡(|T|=0.48<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/5 0:00,91138.07,1140.52954,0.607017836,1.128612765,-0.434064254,0.009664225,OSCILLATION,0.8,系统平衡震荡(|T|=0.43<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/5 4:00,91529.73,820.32446,0.438763521,1.412227195,-0.38704639,0.009653466,OSCILLATION,0.8,系统平衡震荡(|T|=0.39<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/5 8:00,92878.22,5548.56251,2.654764883,2.6222641,-0.346454967,0.009627978,OSCILLATION,0.8,系统平衡震荡(|T|=0.35<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/5 12:00,92520.63,1838.8669,0.870090626,2.010783179,-0.29892259,0.009504264,OSCILLATION,0.8,系统平衡震荡(|T|=0.30<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/5 16:00,93134.26,2498.18846,1.157867946,2.425209633,-0.246377708,0.00929364,OSCILLATION,0.8,系统平衡震荡(|T|=0.25<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/5 20:00,93957.73,4224.09624,1.829194893,3.004076615,-0.184166029,0.00895165,OSCILLATION,0.8,系统平衡震荡(|T|=0.18<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/6 0:00,94303.4,4190.38211,1.781582578,3.051004798,-0.111038772,0.008444788,OSCILLATION,0.8,系统平衡震荡(|T|=0.11<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/6 4:00,93859.71,2373.49962,1.058634469,2.316101552,-0.027162474,0.007766156,OSCILLATION,0.8,系统平衡震荡(|T|=0.03<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/6 8:00,93769.24,1527.94713,0.741483403,2.002063804,0.054531426,0.006987035,OSCILLATION,0.8,系统平衡震荡(|T|=0.05<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/6 12:00,93255.08,2037.39443,0.976630463,1.303564189,0.143531162,0.006078716,OSCILLATION,0.8,系统平衡震荡(|T|=0.14<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/6 16:00,93840,1360.24604,0.646858542,1.751069316,0.229675934,0.005100046,OSCILLATION,0.8,系统平衡震荡(|T|=0.23<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/6 20:00,93648.99,3747.64759,1.702423113,1.394861922,0.330784545,0.003971066,OSCILLATION,0.8,系统平衡震荡(|T|=0.33<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/7 0:00,92104.5,6154.50415,2.518178028,-0.251025144,0.464946517,0.00259781,OSCILLATION,0.8,系统平衡震荡(|T|=0.46<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/7 4:00,93747.97,3718.67895,1.444592051,1.381233483,0.580130703,0.001228363,HIGH_OSCILLATION,0.6,高位震荡(T=0.58>0.3),short,FALSE,无向下动能(a=0.001),否
2026/1/7 8:00,92815.83,2673.21579,0.996701021,0.337533216,0.714732124,-0.00032171,HIGH_OSCILLATION,0.6,高位震荡(T=0.71>0.3),short,TRUE,通过V7.0.5,是
2026/1/7 12:00,92879.13,1043.57297,0.391119864,0.36715789,0.850444456,-0.00195843,HIGH_OSCILLATION,0.6,高位震荡(T=0.85>0.3),short,TRUE,通过V7.0.5,是
2026/1/7 16:00,92087.21,2601.79745,0.977279913,-0.442279407,0.988806921,-0.003722746,HIGH_OSCILLATION,0.6,高位震荡(T=0.99>0.3),short,TRUE,通过V7.0.5,是
2026/1/7 20:00,91349.96,3623.32777,1.31672721,-1.122631146,1.123753668,-0.005573384,HIGH_OSCILLATION,0.6,高位震荡(T=1.12>0.3),short,FALSE,高位放量(1.32),否
2026/1/8 0:00,91186.07,2653.80915,0.963394081,-1.177672091,1.248838884,-0.007407692,HIGH_OSCILLATION,0.6,高位震荡(T=1.25>0.3),short,TRUE,通过V7.0.5,是
2026/1/8 4:00,91364.16,1680.76712,0.606147559,-0.891726498,1.359338449,-0.00915399,HIGH_OSCILLATION,0.6,高位震荡(T=1.36>0.3),short,TRUE,通过V7.0.5,是
2026/1/12 0:00,90690.8,961.40735,0.61424275,-0.187865179,0.782569285,-0.009279239,HIGH_OSCILLATION,0.6,高位震荡(T=0.78>0.3),short,TRUE,通过V7.0.5,是
2026/1/12 4:00,91013.65,1666.60048,1.166018901,0.151483508,0.706853293,-0.008262978,HIGH_OSCILLATION,0.6,高位震荡(T=0.71>0.3),short,FALSE,高位放量(1.17),否
2026/1/12 8:00,91808.12,3786.46912,2.548434049,0.927125651,0.61072989,-0.007156022,HIGH_OSCILLATION,0.6,高位震荡(T=0.61>0.3),short,FALSE,高位放量(2.55),否
2026/1/12 12:00,91408.09,1706.23351,1.150364066,0.44074196,0.527670819,-0.006098076,HIGH_OSCILLATION,0.6,高位震荡(T=0.53>0.3),short,FALSE,高位放量(1.15),否
2026/1/12 16:00,90620.96,2761.14204,1.789955921,-0.383927665,0.451525327,-0.005107979,OSCILLATION,0.8,系统平衡震荡(|T|=0.45<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/12 20:00,91665,2904.06995,1.80030247,0.69050478,0.361102624,-0.0040351,OSCILLATION,0.8,系统平衡震荡(|T|=0.36<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/13 0:00,91861.27,3629.97324,2.179818995,0.819097816,0.271844729,-0.002976347,OSCILLATION,0.8,系统平衡震荡(|T|=0.27<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/13 4:00,91296.2,1400.19482,0.965281919,0.179945817,0.200160157,-0.002020464,OSCILLATION,0.8,系统平衡震荡(|T|=0.20<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/13 8:00,91408.91,1312.52459,0.959393782,0.274627358,0.128607664,-0.001108396,OSCILLATION,0.8,系统平衡震荡(|T|=0.13<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/13 12:00,91942,2568.59009,1.793053892,0.776935973,0.063511757,-0.000229381,OSCILLATION,0.8,系统平衡震荡(|T|=0.06<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/13 16:00,92000.74,2545.21662,1.659923298,0.760585265,0.016796137,0.000530707,OSCILLATION,0.8,系统平衡震荡(|T|=0.02<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/13 20:00,93449.99,4336.89557,2.513272072,2.119483873,-0.034429393,0.001258388,OSCILLATION,0.8,系统平衡震荡(|T|=0.03<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/14 0:00,94226.84,4752.59807,2.461392557,2.678127111,-0.093604094,0.001877018,OSCILLATION,0.8,系统平衡震荡(|T|=0.09<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/14 4:00,95414,7505.68988,3.28416528,3.579959561,-0.148530951,0.002400302,OSCILLATION,0.8,系统平衡震荡(|T|=0.15<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/14 8:00,95720.99,2381.89992,1.001637707,3.527389076,-0.182275045,0.002708131,OSCILLATION,0.8,系统平衡震荡(|T|=0.18<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/14 12:00,95205.1,2873.6342,1.15078243,2.679047425,-0.185801643,0.002719974,OSCILLATION,0.8,系统平衡震荡(|T|=0.19<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/14 16:00,94792.99,1756.03488,0.685490266,2.0174741,-0.165889551,0.002465493,OSCILLATION,0.8,系统平衡震荡(|T|=0.17<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/14 20:00,96764.57,6031.62524,2.12683706,3.730388269,-0.14356721,0.002124103,OSCILLATION,0.8,系统平衡震荡(|T|=0.14<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/15 0:00,97267.42,6680.63165,2.130797452,3.847180879,-0.104143856,0.001558332,OSCILLATION,0.8,系统平衡震荡(|T|=0.10<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/15 4:00,96951.78,3128.06839,0.967102361,3.165303618,-0.047314975,0.000743741,OSCILLATION,0.8,系统平衡震荡(|T|=0.05<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/15 8:00,95985.1,2821.68199,0.847991454,1.929251966,0.034916398,-0.00032095,OSCILLATION,0.8,系统平衡震荡(|T|=0.03<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/15 12:00,96630.48,2056.29256,0.614373754,2.359713635,0.114702546,-0.00146091,OSCILLATION,0.8,系统平衡震荡(|T|=0.11<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/15 16:00,96581.08,2793.34386,0.847156587,2.083056243,0.209479166,-0.002706703,OSCILLATION,0.8,系统平衡震荡(|T|=0.21<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/15 20:00,96737.04,4818.18164,1.395395599,2.029470278,0.31004343,-0.00401846,OSCILLATION,0.8,系统平衡震荡(|T|=0.31<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/16 0:00,95516.01,7868.89039,2.12196597,0.670532557,0.406872201,-0.005491238,OSCILLATION,0.8,系统平衡震荡(|T|=0.41<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/16 4:00,95604.8,1367.42325,0.376548181,0.690838596,0.497587579,-0.006929574,OSCILLATION,0.8,系统平衡震荡(|T|=0.50<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/16 8:00,95354.69,1207.1411,0.343882715,0.386558783,0.583329452,-0.008339096,HIGH_OSCILLATION,0.6,高位震荡(T=0.58>0.3),short,TRUE,通过V7.0.5,是
2026/1/16 12:00,95653.16,2294.926,0.645537093,0.633615308,0.658091822,-0.009635885,HIGH_OSCILLATION,0.6,高位震荡(T=0.66>0.3),short,TRUE,通过V7.0.5,是
2026/1/19 0:00,95380.99,921.46243,0.542228323,0.206605668,0.588641242,-0.009882007,HIGH_OSCILLATION,0.6,高位震荡(T=0.59>0.3),short,TRUE,通过V7.0.5,是
2026/1/19 4:00,93673.14,2410.20356,1.526410997,-1.438620211,0.515254446,-0.008672529,HIGH_OSCILLATION,0.6,高位震荡(T=0.52>0.3),short,FALSE,高位放量(1.53),否
2026/1/19 8:00,92690.09,6141.54249,4.114569697,-2.242730876,0.43962727,-0.007386936,OSCILLATION,0.8,系统平衡震荡(|T|=0.44<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/19 12:00,92841.62,1712.23708,1.134026704,-1.888289845,0.352378168,-0.005949383,OSCILLATION,0.8,系统平衡震荡(|T|=0.35<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/19 16:00,93191.96,1908.98628,1.23561706,-1.375474231,0.253507139,-0.004374525,OSCILLATION,0.8,系统平衡震荡(|T|=0.25<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
2026/1/19 20:00,93068.62,1798.82427,1.183311792,-1.364532416,0.14643514,-0.002718826,OSCILLATION,0.8,系统平衡震荡(|T|=0.15<0.5),none,FALSE,系统平衡震荡，无明显趋势,否
