entry_time,exit_time,type,entry_price,exit_price,pnl_pct,pnl_usd,exit_reason,hold_bars,hold_hours
2025-08-20 04:00:00,2025-08-20 16:00:00,LONG,113490.13,114276.66,0.6930382404179102,1.9291147212537307,高点,3,12
2025-08-22 00:00:00,2025-08-22 04:00:00,LONG,112929.24,113094.83,0.14663164296509612,0.28995085295278317,高点,1,4
2025-08-22 20:00:00,2025-08-22 20:00:00,LONG,116935.99,116935.99,0.0,-0.1500332859836131,高点,0,0
2025-08-23 20:00:00,2025-08-23 20:00:00,LONG,115438.05,115438.05,0.0,-0.15003103548432337,高点,0,0
2025-08-25 00:00:00,2025-08-25 12:00:00,LONG,112916.84,112200.64,-0.6342720890878607,-2.0532102029624344,高点,3,12
2025-08-26 20:00:00,2025-08-26 20:00:00,LONG,111763.22,111763.22,0.0,-0.14999798686574664,高点,0,0
2025-08-27 08:00:00,2025-08-27 04:00:00,SHORT,111322.07,110725.18,0.536182986895603,1.4585075077135377,低点,-1,-4
2025-08-28 08:00:00,2025-08-28 04:00:00,LONG,112909.18,113114.11,0.18149985678755934,0.39454589646973676,高点,-1,-4
2025-08-30 04:00:00,2025-08-31 08:00:00,SHORT,108524.26,108389.76,0.12393542236546927,0.2218410650942591,低点,7,28
2025-09-02 08:00:00,2025-09-02 08:00:00,SHORT,109733.34,109733.34,0.0,-0.15002686031298285,低点,0,0
2025-09-03 20:00:00,2025-09-05 04:00:00,LONG,111705.71,112954.32,1.1177673907627466,3.203827725477661,高点,8,32
2025-09-06 12:00:00,2025-09-07 12:00:00,LONG,110384.15,111329.99,0.8568621491400814,2.4217590977161763,高点,4,16
2025-09-08 04:00:00,2025-09-08 00:00:00,SHORT,111280.39,111052.11,0.20513946796915328,0.46575658843861506,低点,-1,-4
2025-09-08 20:00:00,2025-09-09 00:00:00,SHORT,112065.23,111708.0,0.31876970225287177,0.8069325452892182,低点,1,4
2025-09-09 12:00:00,2025-09-09 12:00:00,SHORT,110880.76,110880.76,0.0,-0.150128084049432,低点,0,0
2025-09-13 08:00:00,2025-09-13 12:00:00,SHORT,115974.11,115768.68,0.17713436214341938,0.3817230381773022,低点,1,4
2025-09-19 00:00:00,2025-09-18 20:00:00,LONG,116977.58,117073.53,0.08202426482065803,0.09615705540978295,SHORT模式,-1,-4
2025-09-19 04:00:00,2025-09-19 16:00:00,SHORT,116909.97,115125.12,1.5266875870381336,4.43399075982951,低点,3,12
2025-09-20 20:00:00,2025-09-22 12:00:00,SHORT,115685.63,112815.5,2.480973652475251,7.302621037778842,OSCILLATION,8,32
2025-09-23 16:00:00,2025-09-23 16:00:00,SHORT,111655.29,111655.29,0.0,-0.1503090495065392,低点,0,0
2025-09-25 20:00:00,2025-09-26 00:00:00,LONG,108994.49,109580.01,0.5372014677072111,1.4645938213483765,高点,1,4
2025-09-29 16:00:00,2025-09-30 00:00:00,LONG,114265.55,114376.39,0.09700211481062884,0.141315396288779,高点,2,8
2025-09-30 16:00:00,2025-09-30 16:00:00,LONG,114359.99,114359.99,0.0,-0.15033088350906118,高点,0,0
2025-10-02 12:00:00,2025-10-02 16:00:00,LONG,119910.78,120836.49,0.7719989812425592,2.1707423332332976,高点,1,4
2025-10-03 12:00:00,2025-10-03 16:00:00,LONG,122258.05,122660.99,0.32958156947538614,0.8407643479829254,高点,1,4
2025-10-07 00:00:00,2025-10-07 20:00:00,SHORT,124329.74,121332.95,2.410356524512967,7.098715653016796,低点,5,20
2025-10-09 00:00:00,2025-10-09 16:00:00,SHORT,122038.01,120951.72,0.890124314547569,2.5284428733610116,低点,4,16
2025-10-10 04:00:00,2025-10-11 04:00:00,SHORT,120932.05,110384.61,8.72179046001453,26.10524729472457,低点,6,24
2025-10-14 16:00:00,2025-10-15 04:00:00,LONG,112613.7,112584.5,-0.025929349626197425,-0.2291696399371118,OSCILLATION,1,4
2025-10-16 08:00:00,2025-10-16 08:00:00,LONG,111404.72,111404.72,0.0,-0.15090634968874428,高点,0,0
2025-10-17 12:00:00,2025-10-17 12:00:00,LONG,106803.53,106803.53,0.0,-0.15090408609349895,高点,0,0
2025-10-18 04:00:00,2025-10-18 08:00:00,LONG,106665.0,107208.6,0.5096329630150526,1.3871890362970034,高点,1,4
2025-10-19 12:00:00,2025-10-20 04:00:00,LONG,108486.7,111169.92,2.4733170056790383,7.314667534239702,高点,4,16
2025-10-21 12:00:00,2025-10-21 08:00:00,LONG,113422.61,108580.01,-4.2695191020555825,-13.047742449961374,止损,-1,-4
2025-10-26 00:00:00,2025-10-26 00:00:00,SHORT,111260.46,111260.46,0.0,-0.1508366342440162,低点,0,0
2025-10-27 20:00:00,2025-10-28 08:00:00,LONG,114107.65,114357.73,0.2191614672635899,0.5103072725924748,高点,3,12
2025-10-29 12:00:00,2025-10-29 20:00:00,SHORT,111509.74,110021.29,1.3348161335503173,3.8760853802455113,低点,2,8
2025-10-30 12:00:00,2025-10-30 16:00:00,SHORT,107711.56,106536.39,1.0910342399645854,3.1418448254329037,低点,1,4
2025-10-31 16:00:00,2025-10-31 20:00:00,SHORT,109828.78,109608.01,0.20101288569353504,0.45589973288689556,低点,1,4
2025-11-01 08:00:00,2025-11-01 20:00:00,SHORT,110137.59,110098.1,0.035855151724302925,-0.04270446637041596,低点,3,12
2025-11-05 08:00:00,2025-11-06 16:00:00,SHORT,102070.61,101388.81,0.6679689677567352,1.8656914872644905,OSCILLATION,6,24
2025-11-07 12:00:00,2025-11-07 16:00:00,LONG,100797.95,103395.25,2.576738911852873,7.6298155368307325,高点,1,4
2025-11-08 20:00:00,2025-11-08 20:00:00,LONG,102312.94,102312.94,0.0,-0.15109592579103578,高点,0,0
2025-11-09 08:00:00,2025-11-10 04:00:00,LONG,102239.41,106461.45,4.1295621717691775,12.327919541744098,高点,5,20
2025-11-10 20:00:00,2025-11-11 00:00:00,LONG,106011.13,106456.0,0.4196446165605398,1.1183862402466773,高点,1,4
2025-11-12 04:00:00,2025-11-12 08:00:00,LONG,103112.66,105020.83,1.8505681067678772,5.448351780090057,高点,1,4
2025-11-15 04:00:00,2025-11-15 08:00:00,SHORT,96333.86,95696.87,0.661231679079407,1.850529326061509,低点,1,4
2025-11-16 12:00:00,2025-11-17 04:00:00,LONG,94573.46,95653.77,1.1422972153075477,3.3075816401802762,高点,4,16
2025-11-17 12:00:00,2025-11-18 04:00:00,SHORT,93959.67,90512.1,3.6692019033272385,10.962884737850896,低点,4,16
2025-11-19 00:00:00,2025-11-20 12:00:00,SHORT,91874.52,89869.88,2.181932487919392,6.464824924464603,OSCILLATION,5,20
2025-11-21 00:00:00,2025-11-21 04:00:00,LONG,85821.34,84049.39,-2.0646962631904806,-6.416659520142823,止损,1,4
2025-11-22 20:00:00,2025-11-21 16:00:00,LONG,84739.74,84209.3,-0.6259636859872384,-2.0497870985335647,OSCILLATION,-1,-4
2025-11-23 08:00:00,2025-11-24 00:00:00,LONG,86331.28,87460.02,1.3074519455752367,3.8123143857982695,高点,4,16
2025-11-24 16:00:00,2025-11-24 16:00:00,LONG,88327.29,88327.29,0.0,-0.15164605454151533,高点,0,0
2025-11-26 00:00:00,2025-11-26 20:00:00,LONG,87119.92,90484.02,3.861459009604239,11.559681019247634,OSCILLATION,3,12
2025-11-28 00:00:00,2025-11-28 08:00:00,LONG,91208.85,91437.64,0.2508418865055239,0.6098249568838401,高点,2,8
2025-12-02 04:00:00,2025-12-02 12:00:00,SHORT,87012.65,90850.01,-4.410117379484478,-13.54326438758742,止损,2,8
2025-12-05 08:00:00,2025-12-05 20:00:00,SHORT,91351.43,89330.04,2.212762296112934,6.558497656153885,低点,3,12
2025-12-06 08:00:00,2025-12-06 20:00:00,SHORT,89631.28,89236.79,0.4401253669477946,1.1838085146821866,低点,3,12
2025-12-09 20:00:00,2025-12-09 16:00:00,LONG,92678.8,93800.83,1.2106652222514735,3.5223707544394287,高点,-1,-4
2025-12-10 20:00:00,2025-12-10 16:00:00,LONG,92015.37,92957.67,1.024068044284344,2.9571175296369643,高点,-1,-4
2025-12-11 08:00:00,2025-12-11 20:00:00,LONG,90242.35,92513.38,2.516590048907191,7.490368018523889,高点,3,12
2025-12-14 04:00:00,2025-12-14 20:00:00,SHORT,90245.6,88172.17,2.297541375978449,6.830226813879382,低点,4,16
2025-12-16 08:00:00,2025-12-17 08:00:00,SHORT,87261.45,86983.26,0.3188005700111588,0.817429572290038,OSCILLATION,4,16
2025-12-17 20:00:00,2025-12-19 04:00:00,LONG,86243.22,87953.4,1.9829732702466267,5.878696353046968,SHORT模式,4,16
2025-12-19 12:00:00,2025-12-19 16:00:00,SHORT,87951.87,87845.92,0.12046361265541834,0.21442324123183407,低点,1,4
2025-12-22 04:00:00,2025-12-22 00:00:00,SHORT,89170.1,88774.12,0.4440726207551752,1.1992021364774537,LONG模式,-1,-4
2025-12-22 08:00:00,2025-12-22 08:00:00,LONG,89945.43,89945.43,0.0,-0.15217295558338081,高点,0,0
2025-12-23 00:00:00,2025-12-24 04:00:00,LONG,88170.0,86911.53,-1.427322218441648,-4.496102324038752,SHORT模式,6,24
2025-12-24 16:00:00,2025-12-24 12:00:00,SHORT,87566.06,87049.99,0.5893493437982621,1.640735561488213,LONG模式,-1,-4
2025-12-24 20:00:00,2025-12-25 16:00:00,LONG,87669.45,88151.18,0.5494844555315402,1.519709851522224,OSCILLATION,2,8
2025-12-26 04:00:00,2025-12-26 20:00:00,SHORT,88470.75,87369.56,1.2446938677472523,3.635468687083433,低点,2,8
2025-12-28 00:00:00,2025-12-27 20:00:00,LONG,87740.01,87877.01,0.15614313242043168,0.323110670639419,高点,-1,-4
2025-12-28 04:00:00,2025-12-28 04:00:00,SHORT,87730.85,87730.85,0.0,-0.15221001682574747,低点,0,0
2025-12-28 16:00:00,2025-12-28 16:00:00,SHORT,87520.75,87520.75,0.0,-0.15220773367549506,低点,0,0
2025-12-29 08:00:00,2025-12-29 04:00:00,SHORT,87567.66,89617.71,-2.3411040103161405,-7.278781264495429,止损,-1,-4
2025-12-30 20:00:00,2025-12-31 20:00:00,SHORT,88485.49,87648.22,0.9462229344042781,2.7262432874439013,LONG模式,4,16
2026-01-01 04:00:00,2026-01-02 20:00:00,LONG,87631.88,89995.13,2.6967925371451575,8.053510126010664,SHORT模式,3,12
2026-01-03 04:00:00,2026-01-03 00:00:00,SHORT,89577.13,90321.22,-0.8306696139963364,-2.6817792677846004,LONG模式,-1,-4
2026-01-03 08:00:00,2026-01-04 04:00:00,LONG,89752.74,91532.0,1.98240187430489,5.882916861769272,高点,5,20
2026-01-05 16:00:00,2026-01-05 16:00:00,LONG,94303.4,94303.4,0.0,-0.15230598220563407,高点,0,0
2026-01-06 12:00:00,2026-01-06 08:00:00,LONG,93648.99,93840.0,0.20396375871218125,0.4689849950141519,高点,-1,-4
2026-01-08 16:00:00,2026-01-09 16:00:00,SHORT,90937.41,90332.15,0.6655786655898923,1.8751847480032797,低点,6,24
2026-01-10 16:00:00,2026-01-10 20:00:00,SHORT,90626.54,90504.7,0.13444185334670894,0.2572755137761662,低点,1,4
2026-01-12 08:00:00,2026-01-12 08:00:00,SHORT,90620.96,90620.96,0.0,-0.1523427192947529,低点,0,0
2026-01-13 20:00:00,2026-01-14 08:00:00,SHORT,95414.0,94792.99,0.6508583646005772,1.8307004825658482,OSCILLATION,1,4
2026-01-14 20:00:00,2026-01-14 16:00:00,LONG,96951.78,97267.42,0.3255639040355932,0.8397418380504965,高点,-1,-4
2026-01-15 08:00:00,2026-01-15 12:00:00,LONG,96581.08,96737.04,0.16148090288490444,0.3397502939035449,高点,1,4
2026-01-16 08:00:00,2026-01-16 04:00:00,LONG,95429.09,95653.16,0.23480261626722732,0.5632251033399439,高点,-1,-4
2026-01-17 12:00:00,2026-01-17 12:00:00,LONG,95573.64,95573.64,0.0,-0.15239403541973134,高点,0,0
