时间,收盘价,信号类型,描述,V7.0.5通过,V705执行动作,黄金信号
2025/11/27 12:00,90958.3,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/27 16:00,91528.21,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/27 20:00,91333.95,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/28 0:00,91208.85,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/28 4:00,90910.87,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/28 8:00,91437.64,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/11/29 0:00,90680.26,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/29 4:00,90567.67,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/30 4:00,90968.16,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/30 8:00,91048.78,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/30 12:00,91435.31,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/30 16:00,91460.79,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/11/30 20:00,90360,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/1 0:00,86346.13,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),黄金/空平反多
2025/12/1 4:00,86550.3,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),多平/反空
2025/12/1 8:00,86149.15,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),空平/反多
2025/12/1 12:00,84677.87,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/1 16:00,85024.5,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/1 20:00,86286.01,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/2 0:00,86976.99,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/2 4:00,87012.65,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/2 8:00,87368.92,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/2 12:00,90850.01,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/2 16:00,91903.39,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/2 20:00,91277.88,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/3 0:00,92628.91,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/3 4:00,92999.99,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/3 8:00,93005.68,BULLISH_SINGULARITY,超强奇点看涨,TRUE,做空(反向),继续持空
2025/12/3 12:00,92373.3,BULLISH_SINGULARITY,超强奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/3 16:00,93024.99,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/3 20:00,93429.95,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/4 12:00,92971.49,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/4 16:00,91975.44,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/4 20:00,92078.06,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/5 0:00,92142.75,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/5 4:00,92258.65,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/5 8:00,91351.43,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/5 12:00,90459.35,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/5 16:00,89629.26,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,空平/反多
2025/12/5 20:00,89330.04,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/6 0:00,89688.35,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/6 4:00,89597.13,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/6 8:00,89631.28,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),空平/反多
2025/12/6 12:00,89758.77,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/6 16:00,89405.64,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/6 20:00,89236.79,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/7 20:00,90395.31,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/8 0:00,91068.29,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),多平/反空
2025/12/8 4:00,91565.46,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),空平/反多
2025/12/8 20:00,90634.34,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),多平/反空
2025/12/9 16:00,93800.83,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),多平/反空
2025/12/9 20:00,92678.8,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/10 0:00,92410.62,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/10 4:00,92782.91,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/10 12:00,92063.69,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/12/10 16:00,92957.67,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/12/10 20:00,92015.37,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/12/11 0:00,89880.01,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),空平/反多
2025/12/11 4:00,90272.75,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/12/11 8:00,90242.35,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/12/11 12:00,89872.51,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/12/11 16:00,90839.81,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/12/11 20:00,92513.38,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/12/12 0:00,92283.4,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/12 4:00,92425.34,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/12 8:00,92418.19,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/12 12:00,89935.14,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/13 16:00,90178.16,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/13 20:00,90240.01,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/14 0:00,90258.98,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/14 4:00,90245.6,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/14 8:00,89360,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/14 12:00,89022.91,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/14 16:00,88644.88,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/14 20:00,88172.17,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/15 4:00,89753.42,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/15 8:00,89641.28,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/15 12:00,87033.22,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/15 16:00,86149.96,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/15 20:00,86432.08,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/16 0:00,85875.92,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/16 4:00,86021.51,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/16 8:00,87261.45,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/16 12:00,87977.43,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/16 16:00,87585.77,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/16 20:00,87863.42,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/17 8:00,86983.26,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/17 12:00,87233.44,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/12/17 16:00,86018.53,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/12/17 20:00,86243.22,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/12/18 0:00,86618.34,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/12/18 4:00,86833.84,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/12/18 8:00,87300.74,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持多
2025/12/19 4:00,87953.4,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/19 8:00,88198.7,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/19 12:00,87951.87,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/19 16:00,87845.92,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/19 20:00,88136.94,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/20 0:00,88214.98,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/20 4:00,88275.41,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/20 20:00,88360.9,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/21 0:00,88070.64,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/21 4:00,88174.79,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2025/12/21 20:00,88658.86,HIGH_OSCILLATION,高位震荡,FALSE,被过滤-不执行,多平/反空
2025/12/22 0:00,88774.12,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),多平/反空
2025/12/22 4:00,89170.1,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/12/22 8:00,89945.43,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/12/22 12:00,89726.92,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/12/22 16:00,88052.43,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/12/22 20:00,88620.79,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2025/12/23 0:00,88170,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/12/23 4:00,87574.79,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/12/23 8:00,87856.65,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2025/12/23 12:00,87443.45,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),空平/反多
2025/12/23 16:00,87752.87,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/12/23 20:00,87486,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/12/24 4:00,86911.53,HIGH_OSCILLATION,高位震荡,TRUE,做空,继续持多
2025/12/24 12:00,87049.99,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/12/24 16:00,87566.06,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/12/24 20:00,87669.45,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2025/12/25 0:00,87840.42,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),多平/反空
2025/12/25 16:00,88151.18,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),多平/反空
2025/12/25 20:00,87225.27,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/26 0:00,88844.87,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/26 4:00,88470.75,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/26 8:00,88533.42,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/26 20:00,87369.56,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/27 0:00,87514.22,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/27 12:00,87551.25,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2025/12/27 16:00,87569.39,LOW_OSCILLATION,低位震荡,TRUE,做多,继续持空
2025/12/27 20:00,87877.01,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/28 0:00,87740.01,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/28 4:00,87730.85,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/28 8:00,87883.25,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/28 12:00,87836.27,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/28 16:00,87520.75,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/28 20:00,87952.71,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持空
2025/12/29 0:00,90123.55,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持空
2025/12/29 4:00,89617.71,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,空平/反多
2025/12/29 8:00,87567.66,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,多平/反空
2025/12/29 12:00,87691.62,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,空平/反多
2025/12/30 4:00,87502.85,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),空平/反多
2025/12/30 8:00,87903.89,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/30 12:00,89016.35,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/30 16:00,88226.16,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2025/12/30 20:00,88485.49,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2025/12/31 0:00,88453.04,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/31 4:00,88613.12,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2025/12/31 8:00,89011.52,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),多平/反空
2025/12/31 20:00,87648.22,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),空平/反多
2026/1/1 0:00,87846.02,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2026/1/1 4:00,87631.88,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2026/1/1 8:00,88024.64,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2026/1/1 12:00,88032.18,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2026/1/2 20:00,89995.13,HIGH_OSCILLATION,高位震荡,FALSE,被过滤-不执行,继续持多
2026/1/3 0:00,90321.22,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),黄金/多平反空
2026/1/3 4:00,89577.13,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2026/1/3 8:00,89752.74,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2026/1/3 12:00,89969.31,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2026/1/3 16:00,90123.77,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2026/1/3 20:00,90628.01,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2026/1/4 0:00,91236.78,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2026/1/4 4:00,91532,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2026/1/4 8:00,91300,BEARISH_SINGULARITY,强奇点看空,TRUE,做多(反向),继续持空
2026/1/4 16:00,91138.07,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2026/1/4 20:00,91529.73,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2026/1/5 0:00,92878.22,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2026/1/5 4:00,92520.63,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2026/1/5 8:00,93134.26,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/5 12:00,93957.73,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/5 16:00,94303.4,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/5 20:00,93859.71,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/6 0:00,93769.24,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/6 4:00,93255.08,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/6 8:00,93840,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/6 12:00,93648.99,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),空平/反多
2026/1/7 0:00,92815.83,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),空平/反多
2026/1/7 4:00,92879.13,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/8 8:00,90226.77,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2026/1/8 12:00,90781.57,BULLISH_SINGULARITY,奇点看涨,FALSE,被过滤-不执行,继续持多
2026/1/8 16:00,90937.41,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2026/1/8 20:00,91099.99,BULLISH_SINGULARITY,奇点看涨,TRUE,做空(反向),继续持多
2026/1/9 0:00,91220.23,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/9 4:00,90741.84,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/9 8:00,90463.11,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2026/1/9 12:00,91176.47,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2026/1/9 16:00,90332.15,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2026/1/9 20:00,90641.28,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/10 0:00,90626.14,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/10 4:00,90678.5,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/10 8:00,90723.86,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/10 12:00,90665.75,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/10 16:00,90626.54,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/10 20:00,90504.7,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/11 0:00,90733.5,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/11 4:00,90710.79,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/11 8:00,90754.99,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/11 12:00,90875.79,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/11 16:00,90690.8,BULLISH_SINGULARITY,强奇点看涨,TRUE,做空(反向),继续持多
2026/1/11 20:00,91013.65,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2026/1/12 0:00,91808.12,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2026/1/12 4:00,91408.09,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2026/1/12 8:00,90620.96,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持多
2026/1/12 12:00,91665,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/12 16:00,91861.27,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/12 20:00,91296.2,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/13 0:00,91408.91,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/13 4:00,91942,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/13 8:00,92000.74,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/13 12:00,93449.99,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,黄金/多平反空
2026/1/13 16:00,94226.84,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持空
2026/1/13 20:00,95414,BULLISH_SINGULARITY,强奇点看涨,FALSE,被过滤-不执行,继续持空
2026/1/14 8:00,94792.99,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持空
2026/1/14 12:00,96764.57,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),黄金/多平反空
2026/1/14 16:00,97267.42,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/14 20:00,96951.78,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/15 0:00,95985.1,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/15 4:00,96630.48,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/15 8:00,96581.08,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/15 12:00,96737.04,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/15 16:00,95516.01,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/15 20:00,95604.8,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/16 0:00,95354.69,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/16 4:00,95653.16,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/16 8:00,95429.09,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持空
2026/1/17 4:00,95101.67,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),空平/反多
2026/1/17 8:00,95323.86,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2026/1/17 12:00,95573.64,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2026/1/17 16:00,95291.38,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2026/1/17 20:00,95147.77,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2026/1/18 0:00,95200.29,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2026/1/18 4:00,95028.27,BEARISH_SINGULARITY,奇点看空,TRUE,做多(反向),继续持多
2026/1/18 20:00,93673.14,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/19 0:00,92690.09,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/19 4:00,92841.62,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/19 8:00,93191.96,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/19 12:00,93068.62,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/19 16:00,93105.85,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/19 20:00,92631,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
2026/1/20 0:00,92434.92,OSCILLATION,系统平衡,FALSE,观望(震荡不开仓),继续持多
